Województwo	Powiat	Gmina	Typ	Siedziba
pomorskie	słupski	Kobylnica	wiejska	Kobylnica
pomorskie	słupski	Potęgowo	wiejska	Potęgowo
pomorskie	słupski	Słupsk	wiejska	Słupsk
pomorskie	słupski	Smołdzino	wiejska	Smołdzino
pomorskie	słupski	Ustka	miejska	Ustka
pomorskie	słupski	Ustka	wiejska	Ustka
pomorskie	Sopot	Sopot	miejska	Sopot
pomorskie	starogardzki	Bobowo	wiejska	Bobowo
pomorskie	starogardzki	Czarna Woda	miejsko-wiejska	Czarna Woda
pomorskie	starogardzki	Kaliska	wiejska	Kaliska
pomorskie	starogardzki	Lubichowo	wiejska	Lubichowo
pomorskie	starogardzki	Osieczna	wiejska	Osieczna
pomorskie	starogardzki	Osiek	wiejska	Osiek
pomorskie	starogardzki	Skarszewy	miejsko-wiejska	Skarszewy
pomorskie	starogardzki	Skórcz	miejska	Skórcz
pomorskie	starogardzki	Skórcz	wiejska	Skórcz
pomorskie	starogardzki	Smętowo Graniczne	wiejska	Smętowo Graniczne
pomorskie	starogardzki	Starogard Gdański	miejska	Starogard Gdański
pomorskie	starogardzki	Starogard Gdański	wiejska	Starogard Gdański
pomorskie	starogardzki	Zblewo	wiejska	Zblewo
pomorskie	sztumski	Dzierzgoń	miejsko-wiejska	Dzierzgoń
pomorskie	sztumski	Mikołajki Pomorskie	wiejska	Mikołajki Pomorskie
pomorskie	sztumski	Stary Dzierzgoń	wiejska	Stary Dzierzgoń
pomorskie	sztumski	Stary Targ	wiejska	Stary Targ
pomorskie	sztumski	Sztum	miejsko-wiejska	Sztum
pomorskie	tczewski	Gniew	miejsko-wiejska	Gniew
pomorskie	tczewski	Morzeszczyn	wiejska	Morzeszczyn
pomorskie	tczewski	Pelplin	miejsko-wiejska	Pelplin
pomorskie	tczewski	Subkowy	wiejska	Subkowy
pomorskie	tczewski	Tczew	miejska	Tczew
pomorskie	tczewski	Tczew	wiejska	Tczew
pomorskie	wejherowski	Choczewo	wiejska	Choczewo
pomorskie	wejherowski	Gniewino	wiejska	Gniewino
pomorskie	wejherowski	Linia	wiejska	Linia
pomorskie	wejherowski	Luzino	wiejska	Luzino
pomorskie	wejherowski	Łęczyce	wiejska	Łęczyce
pomorskie	wejherowski	Reda	miejska	Reda
pomorskie	wejherowski	Rumia	miejska	Rumia
pomorskie	wejherowski	Szemud	wiejska	Szemud
pomorskie	wejherowski	Wejherowo	miejska	Wejherowo
pomorskie	wejherowski	Wejherowo	wiejska	Wejherowo
śląskie	będziński	Będzin	miejska	Będzin
śląskie	będziński	Bobrowniki	wiejska	Bobrowniki
śląskie	będziński	Czeladź	miejska	Czeladź
śląskie	będziński	Mierzęcice	wiejska	Mierzęcice
śląskie	będziński	Psary	wiejska	Psary
śląskie	będziński	Siewierz	miejsko-wiejska	Siewierz
śląskie	będziński	Sławków	miejska	Sławków
śląskie	będziński	Wojkowice	miejska	Wojkowice
śląskie	bielski	Bestwina	wiejska	Bestwina
śląskie	bielski	Buczkowice	wiejska	Buczkowice
śląskie	bielski	Czechowice-Dziedzice	miejsko-wiejska	Czechowice-Dziedzice
śląskie	bielski	Jasienica	wiejska	Jasienica
śląskie	bielski	Jaworze	wiejska	Jaworze
śląskie	bielski	Kozy	wiejska	Kozy
śląskie	bielski	Porąbka	wiejska	Porąbka
śląskie	bielski	Szczyrk	miejska	Szczyrk
śląskie	bielski	Wilamowice	miejsko-wiejska	Wilamowice
śląskie	bielski	Wilkowice	wiejska	Wilkowice
śląskie	Bielsko-Biała	Bielsko-Biała	miejska	Bielsko-Biała
śląskie	bieruńsko-lędziński	Bieruń	miejska	Bieruń
śląskie	bieruńsko-lędziński	Bojszowy	wiejska	Bojszowy
śląskie	bieruńsko-lędziński	Chełm Śląski	wiejska	Chełm Śląski
śląskie	bieruńsko-lędziński	Imielin	miejska	Imielin
śląskie	bieruńsko-lędziński	Lędziny	miejska	Lędziny
śląskie	Bytom	Bytom	miejska	Bytom
śląskie	Chorzów	Chorzów	miejska	Chorzów
śląskie	cieszyński	Brenna	wiejska	Brenna
śląskie	cieszyński	Chybie	wiejska	Chybie
śląskie	cieszyński	Cieszyn	miejska	Cieszyn
śląskie	cieszyński	Dębowiec	wiejska	Dębowiec
śląskie	cieszyński	Goleszów	wiejska	Goleszów
śląskie	cieszyński	Hażlach	wiejska	Hażlach
śląskie	cieszyński	Istebna	wiejska	Istebna
śląskie	cieszyński	Skoczów	miejsko-wiejska	Skoczów
śląskie	cieszyński	Strumień	miejsko-wiejska	Strumień
śląskie	cieszyński	Ustroń	miejska	Ustroń
śląskie	cieszyński	Wisła	miejska	Wisła
śląskie	cieszyński	Zebrzydowice	wiejska	Zebrzydowice
śląskie	Częstochowa	Częstochowa	miejska	Częstochowa
śląskie	częstochowski	Blachownia	miejsko-wiejska	Blachownia
śląskie	częstochowski	Dąbrowa Zielona	wiejska	Dąbrowa Zielona
śląskie	częstochowski	Janów	wiejska	Janów
śląskie	częstochowski	Kamienica Polska	wiejska	Kamienica Polska
śląskie	częstochowski	Kłomnice	wiejska	Kłomnice
śląskie	częstochowski	Koniecpol	miejsko-wiejska	Koniecpol
śląskie	częstochowski	Konopiska	wiejska	Konopiska
śląskie	częstochowski	Kruszyna	wiejska	Kruszyna
śląskie	częstochowski	Lelów	wiejska	Lelów
śląskie	częstochowski	Mstów	wiejska	Mstów
śląskie	częstochowski	Mykanów	wiejska	Mykanów
śląskie	częstochowski	Olsztyn	wiejska	Olsztyn
śląskie	częstochowski	Poczesna	wiejska	Poczesna
śląskie	częstochowski	Przyrów	wiejska	Przyrów
śląskie	częstochowski	Rędziny	wiejska	Rędziny
śląskie	częstochowski	Starcza	wiejska	Starcza
śląskie	Dąbrowa Górnicza	Dąbrowa Górnicza	miejska	Dąbrowa Górnicza
śląskie	Gliwice	Gliwice	miejska	Gliwice
śląskie	gliwicki	Gierałtowice	wiejska	Gierałtowice
śląskie	gliwicki	Knurów	miejska	Knurów
śląskie	gliwicki	Pilchowice	wiejska	Pilchowice
śląskie	gliwicki	Pyskowice	miejska	Pyskowice
śląskie	gliwicki	Rudziniec	wiejska	Rudziniec
śląskie	gliwicki	Sośnicowice	miejsko-wiejska	Sośnicowice
śląskie	gliwicki	Toszek	miejsko-wiejska	Toszek
śląskie	gliwicki	Wielowieś	wiejska	Wielowieś
śląskie	Jastrzębie-Zdrój	Jastrzębie-Zdrój	miejska	Jastrzębie-Zdrój
śląskie	Jaworzno	Jaworzno	miejska	Jaworzno
śląskie	Katowice	Katowice	miejska	Katowice
śląskie	kłobucki	Kłobuck	miejsko-wiejska	Kłobuck
śląskie	kłobucki	Krzepice	miejsko-wiejska	Krzepice
śląskie	kłobucki	Lipie	wiejska	Lipie
śląskie	kłobucki	Miedźno	wiejska	Miedźno
śląskie	kłobucki	Opatów	wiejska	Opatów
śląskie	kłobucki	Panki	wiejska	Panki
śląskie	kłobucki	Popów	wiejska	Zawady
śląskie	kłobucki	Przystajń	wiejska	Przystajń
śląskie	kłobucki	Wręczyca Wielka	wiejska	Wręczyca Wielka
śląskie	lubliniecki	Boronów	wiejska	Boronów
śląskie	lubliniecki	Ciasna	wiejska	Ciasna
śląskie	lubliniecki	Herby	wiejska	Herby
śląskie	lubliniecki	Kochanowice	wiejska	Kochanowice
śląskie	lubliniecki	Koszęcin	wiejska	Koszęcin
śląskie	lubliniecki	Lubliniec	miejska	Lubliniec
śląskie	lubliniecki	Pawonków	wiejska	Pawonków
śląskie	lubliniecki	Woźniki	miejsko-wiejska	Woźniki
śląskie	mikołowski	Łaziska Górne	miejska	Łaziska Górne
śląskie	mikołowski	Mikołów	miejska	Mikołów
śląskie	mikołowski	Ornontowice	wiejska	Ornontowice
śląskie	mikołowski	Orzesze	miejska	Orzesze
śląskie	mikołowski	Wyry	wiejska	Wyry
śląskie	Mysłowice	Mysłowice	miejska	Mysłowice
śląskie	myszkowski	Koziegłowy	miejsko-wiejska	Koziegłowy
śląskie	myszkowski	Myszków	miejska	Myszków
śląskie	myszkowski	Niegowa	wiejska	Niegowa
śląskie	myszkowski	Poraj	wiejska	Poraj
śląskie	myszkowski	Żarki	miejsko-wiejska	Żarki
śląskie	Piekary Śląskie	Piekary Śląskie	miejska	Piekary Śląskie
śląskie	pszczyński	Goczałkowice-Zdrój	wiejska	Goczałkowice-Zdrój
śląskie	pszczyński	Kobiór	wiejska	Kobiór
śląskie	pszczyński	Miedźna	wiejska	Miedźna
śląskie	pszczyński	Pawłowice	wiejska	Pawłowice
śląskie	pszczyński	Pszczyna	miejsko-wiejska	Pszczyna
śląskie	pszczyński	Suszec	wiejska	Suszec
śląskie	raciborski	Kornowac	wiejska	Kornowac
śląskie	raciborski	Krzanowice	miejsko-wiejska	Krzanowice
śląskie	raciborski	Krzyżanowice	wiejska	Krzyżanowice
śląskie	raciborski	Kuźnia Raciborska	miejsko-wiejska	Kuźnia Raciborska
śląskie	raciborski	Nędza	wiejska	Nędza
śląskie	raciborski	Pietrowice Wielkie	wiejska	Pietrowice Wielkie
śląskie	raciborski	Racibórz	miejska	Racibórz
śląskie	raciborski	Rudnik	wiejska	Rudnik
śląskie	Ruda Śląska	Ruda Śląska	miejska	Ruda Śląska
śląskie	rybnicki	Czerwionka-Leszczyny	miejsko-wiejska	Czerwionka-Leszczyny
śląskie	rybnicki	Gaszowice	wiejska	Gaszowice
śląskie	rybnicki	Jejkowice	wiejska	Jejkowice
śląskie	rybnicki	Lyski	wiejska	Lyski
śląskie	rybnicki	Świerklany	wiejska	Jankowice-Rybnickie
śląskie	Rybnik	Rybnik	miejska	Rybnik
śląskie	Siemianowice Śląskie	Siemianowice Śląskie	miejska	Siemianowice Śląskie
śląskie	Sosnowiec	Sosnowiec	miejska	Sosnowiec
śląskie	Świętochłowice	Świętochłowice	miejska	Świętochłowice
śląskie	tarnogórski	Kalety	miejska	Kalety
śląskie	tarnogórski	Krupski Młyn	wiejska	Krupski Młyn
śląskie	tarnogórski	Miasteczko Śląskie	miejska	Miasteczko Śląskie
śląskie	tarnogórski	Ożarowice	wiejska	Ożarowice
śląskie	tarnogórski	Radzionków	miejska	Radzionków
śląskie	tarnogórski	Świerklaniec	wiejska	Świerklaniec
śląskie	tarnogórski	Tarnowskie Góry	miejska	Tarnowskie Góry
śląskie	tarnogórski	Tworóg	wiejska	Tworóg
śląskie	tarnogórski	Zbrosławice	wiejska	Zbrosławice
śląskie	Tychy	Tychy	miejska	Tychy
śląskie	wodzisławski	Godów	wiejska	Godów
śląskie	wodzisławski	Gorzyce	wiejska	Gorzyce
śląskie	wodzisławski	Lubomia	wiejska	Lubomia
śląskie	wodzisławski	Marklowice	wiejska	Marklowice
śląskie	wodzisławski	Mszana	wiejska	Mszana
śląskie	wodzisławski	Pszów	miejska	Pszów
śląskie	wodzisławski	Radlin	miejska	Radlin
śląskie	wodzisławski	Rydułtowy	miejska	Rydułtowy
śląskie	wodzisławski	Wodzisław Śląski	miejska	Wodzisław Śląski
śląskie	Zabrze	Zabrze	miejska	Zabrze
śląskie	zawierciański	Irządze	wiejska	Irządze
śląskie	zawierciański	Kroczyce	wiejska	Kroczyce
śląskie	zawierciański	Łazy	miejsko-wiejska	Łazy
śląskie	zawierciański	Ogrodzieniec	miejsko-wiejska	Ogrodzieniec
śląskie	zawierciański	Pilica	miejsko-wiejska	Pilica
śląskie	zawierciański	Poręba	miejska	Poręba
śląskie	zawierciański	Szczekociny	miejsko-wiejska	Szczekociny
śląskie	zawierciański	Włodowice	wiejska	Włodowice
śląskie	zawierciański	Zawiercie	miejska	Zawiercie
śląskie	zawierciański	Żarnowiec	wiejska	Żarnowiec
śląskie	Żory	Żory	miejska	Żory
śląskie	żywiecki	Czernichów	wiejska	Czernichów
śląskie	żywiecki	Gilowice	wiejska	Gilowice
śląskie	żywiecki	Jeleśnia	wiejska	Jeleśnia
śląskie	żywiecki	Koszarawa	wiejska	Koszarawa
śląskie	żywiecki	Lipowa	wiejska	Lipowa
śląskie	żywiecki	Łękawica	wiejska	Łękawica
śląskie	żywiecki	Łodygowice	wiejska	Łodygowice
śląskie	żywiecki	Milówka	wiejska	Milówka
śląskie	żywiecki	Radziechowy-Wieprz	wiejska	Wieprz
śląskie	żywiecki	Rajcza	wiejska	Rajcza
śląskie	żywiecki	Ślemień	wiejska	Ślemień
śląskie	żywiecki	Świnna	wiejska	Świnna
śląskie	żywiecki	Ujsoły	wiejska	Ujsoły
śląskie	żywiecki	Węgierska Górka	wiejska	Węgierska Górka
śląskie	żywiecki	Żywiec	miejska	Żywiec
świętokrzyskie	buski	Busko-Zdrój	miejsko-wiejska	Busko-Zdrój
świętokrzyskie	buski	Gnojno	wiejska	Gnojno
świętokrzyskie	buski	Nowy Korczyn	wiejska	Nowy Korczyn
świętokrzyskie	buski	Pacanów	wiejska	Pacanów
świętokrzyskie	buski	Solec-Zdrój	wiejska	Solec-Zdrój
świętokrzyskie	buski	Stopnica	wiejsko-miejska	Stopnica
świętokrzyskie	buski	Tuczępy	wiejska	Tuczępy
świętokrzyskie	buski	Wiślica	miejsko-wiejska	Wiślica
świętokrzyskie	jędrzejowski	Imielno	wiejska	Imielno
świętokrzyskie	jędrzejowski	Jędrzejów	miejsko-wiejska	Jędrzejów
świętokrzyskie	jędrzejowski	Małogoszcz	miejsko-wiejska	Małogoszcz
świętokrzyskie	jędrzejowski	Nagłowice	wiejska	Nagłowice
świętokrzyskie	jędrzejowski	Oksa	wiejska	Oksa
świętokrzyskie	jędrzejowski	Sędziszów	miejsko-wiejska	Sędziszów
świętokrzyskie	jędrzejowski	Słupia (Jędrzejowska)	wiejska	Słupia
świętokrzyskie	jędrzejowski	Sobków	wiejska	Sobków
świętokrzyskie	jędrzejowski	Wodzisław	wiejska	Wodzisław
świętokrzyskie	kazimierski	Bejsce	wiejska	Bejsce
świętokrzyskie	kazimierski	Czarnocin	wiejska	Czarnocin
świętokrzyskie	kazimierski	Kazimierza Wielka	miejsko-wiejska	Kazimierza Wielka
świętokrzyskie	kazimierski	Opatowiec	wiejska	Opatowiec
świętokrzyskie	kazimierski	Skalbmierz	miejsko-wiejska	Skalbmierz
świętokrzyskie	Kielce	Kielce	miejska	Kielce
świętokrzyskie	kielecki	Bieliny	wiejska	Bieliny
świętokrzyskie	kielecki	Bodzentyn	miejsko-wiejska	Bodzentyn
świętokrzyskie	kielecki	Chęciny	miejsko-wiejska	Chęciny
świętokrzyskie	kielecki	Chmielnik	miejsko-wiejska	Chmielnik
świętokrzyskie	kielecki	Daleszyce	miejsko-wiejska	Daleszyce
świętokrzyskie	kielecki	Górno	wiejska	Górno
świętokrzyskie	kielecki	Łagów	miejsko-wiejska	Łagów
świętokrzyskie	kielecki	Łopuszno	wiejska	Łopuszno
świętokrzyskie	kielecki	Masłów	wiejska	Masłów
świętokrzyskie	kielecki	Miedziana Góra	wiejska	Miedziana Góra
świętokrzyskie	kielecki	Mniów	wiejska	Mniów
świętokrzyskie	kielecki	Morawica	wiejska	Morawica
świętokrzyskie	kielecki	Nowa Słupia	wiejska	Nowa Słupia
świętokrzyskie	kielecki	Piekoszów	wiejska	Piekoszów
świętokrzyskie	kielecki	Pierzchnica	wiejska	Pierzchnica
świętokrzyskie	kielecki	Raków	wiejska	Raków
świętokrzyskie	kielecki	Sitkówka-Nowiny	wiejska	Nowiny
świętokrzyskie	kielecki	Strawczyn	wiejska	Strawczyn
świętokrzyskie	kielecki	Zagnańsk	wiejska	Zagnańsk
świętokrzyskie	konecki	Fałków	wiejska	Fałków
świętokrzyskie	konecki	Gowarczów	wiejska	Gowarczów
świętokrzyskie	konecki	Końskie	miejsko-wiejska	Końskie
świętokrzyskie	konecki	Radoszyce	miejsko-wiejska	Radoszyce
świętokrzyskie	konecki	Ruda Maleniecka	wiejska	Ruda Maleniecka
świętokrzyskie	konecki	Słupia Konecka	wiejska	Słupia
świętokrzyskie	konecki	Smyków	wiejska	Smyków
świętokrzyskie	konecki	Stąporków	miejsko-wiejska	Stąporków
świętokrzyskie	opatowski	Baćkowice	wiejska	Baćkowice
świętokrzyskie	opatowski	Iwaniska	wiejska	Iwaniska
świętokrzyskie	opatowski	Lipnik	wiejska	Lipnik
świętokrzyskie	opatowski	Opatów	miejsko-wiejska	Opatów
świętokrzyskie	opatowski	Ożarów	miejsko-wiejska	Ożarów
świętokrzyskie	opatowski	Sadowie	wiejska	Sadowie
świętokrzyskie	opatowski	Tarłów	wiejska	Tarłów
świętokrzyskie	opatowski	Wojciechowice	wiejska	Wojciechowice
świętokrzyskie	ostrowiecki	Bałtów	wiejska	Bałtów
świętokrzyskie	ostrowiecki	Bodzechów	wiejska	Ostrowiec Świętokrzyski
świętokrzyskie	ostrowiecki	Ćmielów	miejsko-wiejska	Ćmielów
świętokrzyskie	ostrowiecki	Kunów	miejsko-wiejska	Kunów
świętokrzyskie	ostrowiecki	Ostrowiec Świętokrzyski	miejska	Ostrowiec Świętokrzyski
świętokrzyskie	ostrowiecki	Waśniów	wiejska	Waśniów
świętokrzyskie	pińczowski	Działoszyce	miejsko-wiejska	Działoszyce
świętokrzyskie	pińczowski	Kije	wiejska	Kije
świętokrzyskie	pińczowski	Michałów	wiejska	Michałów
świętokrzyskie	pińczowski	Pińczów	miejsko-wiejska	Pińczów
świętokrzyskie	pińczowski	Złota	wiejska	Złota
świętokrzyskie	sandomierski	Dwikozy	wiejska	Dwikozy
świętokrzyskie	sandomierski	Klimontów	wiejska	Klimontów
świętokrzyskie	sandomierski	Koprzywnica	miejsko-wiejska	Koprzywnica
świętokrzyskie	sandomierski	Łoniów	wiejska	Łoniów
świętokrzyskie	sandomierski	Obrazów	wiejska	Obrazów
świętokrzyskie	sandomierski	Samborzec	wiejska	Samborzec
świętokrzyskie	sandomierski	Sandomierz	miejska	Sandomierz
świętokrzyskie	sandomierski	Wilczyce	wiejska	Wilczyce
świętokrzyskie	sandomierski	Zawichost	miejsko-wiejska	Zawichost
świętokrzyskie	skarżyski	Bliżyn	wiejska	Bliżyn
świętokrzyskie	skarżyski	Łączna	wiejska	Łączna
świętokrzyskie	skarżyski	Skarżysko Kościelne	wiejska	Skarżysko Kościelne
świętokrzyskie	skarżyski	Skarżysko-Kamienna	miejska	Skarżysko-Kamienna
świętokrzyskie	skarżyski	Suchedniów	miejsko-wiejska	Suchedniów
świętokrzyskie	starachowicki	Brody	wiejska	Brody
świętokrzyskie	starachowicki	Mirzec	wiejska	Mirzec
świętokrzyskie	starachowicki	Pawłów	wiejska	Pawłów
świętokrzyskie	starachowicki	Starachowice	miejska	Starachowice
świętokrzyskie	starachowicki	Wąchock	miejsko-wiejska	Wąchock
świętokrzyskie	staszowski	Bogoria	wiejska	Bogoria
świętokrzyskie	staszowski	Łubnice	wiejska	Łubnice
świętokrzyskie	staszowski	Oleśnica	wiejska	Oleśnica
świętokrzyskie	staszowski	Osiek	miejsko-wiejska	Osiek
świętokrzyskie	staszowski	Połaniec	miejsko-wiejska	Połaniec
świętokrzyskie	staszowski	Rytwiany	wiejska	Rytwiany
świętokrzyskie	staszowski	Staszów	miejsko-wiejska	Staszów
świętokrzyskie	staszowski	Szydłów	wiejska	Szydłów
świętokrzyskie	włoszczowski	Kluczewsko	wiejska	Kluczewsko
świętokrzyskie	włoszczowski	Krasocin	wiejska	Krasocin
świętokrzyskie	włoszczowski	Moskorzew	wiejska	Moskorzew
świętokrzyskie	włoszczowski	Radków	wiejska	Radków
świętokrzyskie	włoszczowski	Secemin	wiejska	Secemin
świętokrzyskie	włoszczowski	Włoszczowa	miejsko-wiejska	Włoszczowa
warmińsko-mazurskie	bartoszycki	Bartoszyce	miejska	Bartoszyce
warmińsko-mazurskie	bartoszycki	Bartoszyce	wiejska	Bartoszyce
warmińsko-mazurskie	bartoszycki	Bisztynek	miejsko-wiejska	Bisztynek
warmińsko-mazurskie	bartoszycki	Górowo Iławeckie	miejska	Górowo Iławeckie
warmińsko-mazurskie	bartoszycki	Górowo Iławeckie	wiejska	Górowo Iławeckie
warmińsko-mazurskie	bartoszycki	Sępopol	miejsko-wiejska	Sępopol
warmińsko-mazurskie	braniewski	Braniewo	miejska	Braniewo
warmińsko-mazurskie	braniewski	Braniewo	wiejska	Braniewo
warmińsko-mazurskie	braniewski	Frombork	miejsko-wiejska	Frombork
warmińsko-mazurskie	braniewski	Lelkowo	wiejska	Lelkowo
warmińsko-mazurskie	braniewski	Pieniężno	miejsko-wiejska	Pieniężno
warmińsko-mazurskie	braniewski	Płoskinia	wiejska	Płoskinia
warmińsko-mazurskie	braniewski	Wilczęta	wiejska	Wilczęta
warmińsko-mazurskie	działdowski	Działdowo	miejska	Działdowo
warmińsko-mazurskie	działdowski	Działdowo	wiejska	Działdowo
warmińsko-mazurskie	działdowski	Iłowo-Osada	wiejska	Iłowo-Osada
warmińsko-mazurskie	działdowski	Lidzbark	miejsko-wiejska	Lidzbark
warmińsko-mazurskie	działdowski	Płośnica	wiejska	Płośnica
warmińsko-mazurskie	działdowski	Rybno	wiejska	Rybno
warmińsko-mazurskie	Elbląg	Elbląg	miejska	Elbląg
warmińsko-mazurskie	elbląski	Elbląg	wiejska	Elbląg
warmińsko-mazurskie	elbląski	Godkowo	wiejska	Godkowo
warmińsko-mazurskie	elbląski	Gronowo Elbląskie	wiejska	Gronowo Elbląskie
warmińsko-mazurskie	elbląski	Markusy	wiejska	Markusy
warmińsko-mazurskie	elbląski	Milejewo	wiejska	Milejewo
warmińsko-mazurskie	elbląski	Młynary	miejsko-wiejska	Młynary
warmińsko-mazurskie	elbląski	Pasłęk	miejsko-wiejska	Pasłęk
warmińsko-mazurskie	elbląski	Rychliki	wiejska	Rychliki
warmińsko-mazurskie	elbląski	Tolkmicko	miejsko-wiejska	Tolkmicko
warmińsko-mazurskie	ełcki	Ełk	miejska	Ełk
warmińsko-mazurskie	ełcki	Ełk	wiejska	Ełk
warmińsko-mazurskie	ełcki	Kalinowo	wiejska	Kalinowo
warmińsko-mazurskie	ełcki	Prostki	wiejska	Prostki
warmińsko-mazurskie	ełcki	Stare Juchy	wiejska	Stare Juchy
warmińsko-mazurskie	gołdapski	Banie Mazurskie	wiejska	Banie Mazurskie
warmińsko-mazurskie	węgorzewski	Budry	wiejska	Budry
warmińsko-mazurskie	giżycki	Giżycko	miejska	Giżycko
warmińsko-mazurskie	giżycki	Giżycko	wiejska	Giżycko
warmińsko-mazurskie	giżycki	Kruklanki	wiejska	Kruklanki
warmińsko-mazurskie	giżycki	Miłki	wiejska	Miłki
warmińsko-mazurskie	węgorzewski	Pozezdrze	wiejska	Pozezdrze
warmińsko-mazurskie	giżycki	Ryn	miejsko-wiejska	Ryn
warmińsko-mazurskie	węgorzewski	Węgorzewo	miejsko-wiejska	Węgorzewo
warmińsko-mazurskie	giżycki	Wydminy	wiejska	Wydminy
warmińsko-mazurskie	iławski	Iława	miejska	Iława
warmińsko-mazurskie	iławski	Iława	wiejska	Iława
warmińsko-mazurskie	iławski	Kisielice	miejsko-wiejska	Kisielice
warmińsko-mazurskie	iławski	Lubawa	miejska	Lubawa
warmińsko-mazurskie	iławski	Lubawa	wiejska	Fijewo
warmińsko-mazurskie	iławski	Susz	miejsko-wiejska	Susz
warmińsko-mazurskie	iławski	Zalewo	miejsko-wiejska	Zalewo
warmińsko-mazurskie	kętrzyński	Barciany	wiejska	Barciany
warmińsko-mazurskie	kętrzyński	Kętrzyn	miejska	Kętrzyn
warmińsko-mazurskie	kętrzyński	Kętrzyn	wiejska	Kętrzyn
warmińsko-mazurskie	kętrzyński	Korsze	miejsko-wiejska	Korsze
warmińsko-mazurskie	kętrzyński	Reszel	miejsko-wiejska	Reszel
warmińsko-mazurskie	kętrzyński	Srokowo	wiejska	Srokowo
warmińsko-mazurskie	lidzbarski	Kiwity	wiejska	Kiwity
warmińsko-mazurskie	lidzbarski	Lidzbark Warmiński	miejska	Lidzbark Warmiński
warmińsko-mazurskie	lidzbarski	Lidzbark Warmiński	wiejska	Lidzbark Warmiński
warmińsko-mazurskie	lidzbarski	Lubomino	wiejska	Lubomino
warmińsko-mazurskie	lidzbarski	Orneta	miejsko-wiejska	Orneta
warmińsko-mazurskie	mrągowski	Mikołajki	miejsko-wiejska	Mikołajki
warmińsko-mazurskie	mrągowski	Mrągowo	miejska	Mrągowo
warmińsko-mazurskie	mrągowski	Mrągowo	wiejska	Mrągowo
warmińsko-mazurskie	mrągowski	Piecki	wiejska	Piecki
warmińsko-mazurskie	mrągowski	Sorkwity	wiejska	Sorkwity
warmińsko-mazurskie	nidzicki	Janowiec Kościelny	wiejska	Janowiec Kościelny
warmińsko-mazurskie	nidzicki	Janowo	wiejska	Janowo
warmińsko-mazurskie	nidzicki	Kozłowo	wiejska	Kozłowo
warmińsko-mazurskie	nidzicki	Nidzica	miejsko-wiejska	Nidzica
warmińsko-mazurskie	nowomiejski	Biskupiec	wiejska	Biskupiec
warmińsko-mazurskie	nowomiejski	Grodziczno	wiejska	Grodziczno
warmińsko-mazurskie	nowomiejski	Kurzętnik	wiejska	Kurzętnik
warmińsko-mazurskie	nowomiejski	Nowe Miasto Lubawskie	miejska	Nowe Miasto Lubawskie
warmińsko-mazurskie	nowomiejski	Nowe Miasto Lubawskie	wiejska	Mszanowo
warmińsko-mazurskie	gołdapski	Dubeninki	wiejska	Dubeninki
warmińsko-mazurskie	gołdapski	Gołdap	miejsko-wiejska	Gołdap
warmińsko-mazurskie	olecki	Kowale Oleckie	wiejska	Kowale Oleckie
warmińsko-mazurskie	olecki	Olecko	miejsko-wiejska	Olecko
warmińsko-mazurskie	olecki	Świętajno	wiejska	Świętajno
warmińsko-mazurskie	olecki	Wieliczki	wiejska	Wieliczki
warmińsko-mazurskie	Olsztyn	Olsztyn	miejska	Olsztyn
warmińsko-mazurskie	olsztyński	Barczewo	miejsko-wiejska	Barczewo
warmińsko-mazurskie	olsztyński	Biskupiec	miejsko-wiejska	Biskupiec
warmińsko-mazurskie	olsztyński	Dobre Miasto	miejsko-wiejska	Dobre Miasto
warmińsko-mazurskie	olsztyński	Dywity	wiejska	Dywity
warmińsko-mazurskie	olsztyński	Gietrzwałd	wiejska	Gietrzwałd
warmińsko-mazurskie	olsztyński	Jeziorany	miejsko-wiejska	Jeziorany
warmińsko-mazurskie	olsztyński	Jonkowo	wiejska	Jonkowo
warmińsko-mazurskie	olsztyński	Kolno	wiejska	Kolno
warmińsko-mazurskie	olsztyński	Olsztynek	miejsko-wiejska	Olsztynek
warmińsko-mazurskie	olsztyński	Purda	wiejska	Purda
warmińsko-mazurskie	olsztyński	Stawiguda	wiejska	Stawiguda
warmińsko-mazurskie	olsztyński	Świątki	wiejska	Świątki
warmińsko-mazurskie	ostródzki	Dąbrówno	wiejska	Dąbrówno
warmińsko-mazurskie	ostródzki	Grunwald	wiejska	Gierzwałd
warmińsko-mazurskie	ostródzki	Łukta	wiejska	Łukta
warmińsko-mazurskie	ostródzki	Małdyty	wiejska	Małdyty
warmińsko-mazurskie	ostródzki	Miłakowo	miejsko-wiejska	Miłakowo
warmińsko-mazurskie	ostródzki	Miłomłyn	miejsko-wiejska	Miłomłyn
warmińsko-mazurskie	ostródzki	Morąg	miejsko-wiejska	Morąg
warmińsko-mazurskie	ostródzki	Ostróda	miejska	Ostróda
warmińsko-mazurskie	ostródzki	Ostróda	wiejska	Ostróda
warmińsko-mazurskie	piski	Biała Piska	miejsko-wiejska	Biała Piska
warmińsko-mazurskie	piski	Orzysz	miejsko-wiejska	Orzysz
warmińsko-mazurskie	piski	Pisz	miejsko-wiejska	Pisz
warmińsko-mazurskie	piski	Ruciane-Nida	miejsko-wiejska	Ruciane-Nida
warmińsko-mazurskie	szczycieński	Dźwierzuty	wiejska	Dźwierzuty
warmińsko-mazurskie	szczycieński	Jedwabno	wiejska	Jedwabno
